index,0
39611,二舅 真 厉害 
39612,感谢 二舅 
39613,关注 祝 宝藏 up 早日 百万 粉 call 
39614,真的 很 喜欢 唐 老师 文采 
39615,好 视频 标志 币 赞多 
39616,二舅 
39617,二舅 已经 美好 不能 世俗 语言 去 夸赞 发自内心 去 欣赏 去 尊重 
39618,up 突然 百万 粉 跳 出来 个标 
39619,up 突然 百万 粉 跳 出来 个标 
39620,充电 多年 以来 B 站 第一次 充电 
39621,人们 无不 怀念 敬仰 
39622,灰羊 灰 羊   不要 错过 嘞 
39623,殷实 几间 房瓦 四方 小院 守着 流年 幸福 安康 
39624,活着 有饭 吃 技能 算了吧   养老 娘 好样 孝顺 坚强 人 仅此而已 
39625,二舅 永远 不会 治好 内耗 只能 救赎 
39626,真他妈 文案 写得 真好 
39627,&# 34 看 世界 上 第一 快乐 人 不 需要 别人 负责 人 快乐 人 从不 回头 看 人 &# 34 
 活在 当下 
39628,看看 属地 
39629,二舅 全能 惊讶 惊讶 惊讶 
39630,有个 up 牛事 讲 都 这种 天马行空 却 真实 发生 事 
39631,雀跃 栗子   快 看看 拍 真 好 
39632,视频 值得 自觉 一键 三连 热词 系列 _ 三连 
39633,bgm 选 不错 
39634,视频 想起 爷爷 曾经 优秀 高中生 能力 考上 大学 家庭 情况 不 允许 被迫 去 做 泥水匠 去 人 盖房子   这一盖 50 年 擅长 修理 家里 电器 家具 坏 都 修好 智能手机 哈哈哈 教 不会 玩 上 高 爬 低 半辈子 没有 生活 放弃 希望 很 疼爱 孙女 总想 长大 以后 好好 孝敬 去年 爷爷 病魔缠身 白血病 急性 突发   不幸 去世 
39635,感觉 二舅 天才 
39636,玩 b 站 快 十年 也许 看 东西 太过 浮华 太过 轻躁 看着 视频 都 会 看 过程 中 产生 一种 厌烦 产生 一种 枯燥 感觉 视频 完结 感觉 已经 结束 这种 感觉 已经 好久好久 没有 出现 人生 翼 终究 不会 匍匐 一生 很难 想象 二舅 身体 健全 参加 高考 现在 会 地位 视频 中说 世界 上 第一 快乐 人 不 需要 负责 人 快乐 人 不 回头 看 向前走 人 悟 已往 之不谏 知 来者 追 想 大概 说 二舅 人 抱拳 
39637,b 站 汪曾祺 
39638,活着 语言 里 充满 力量 力量 不是 来自 喊叫 不是 来自 进攻 忍受 去 忍受 生命 赋予 责任 去 忍受 现实 给予 幸福 苦难 无聊 平庸 
 ---- 活着 
39639,好像 天才 很多 都 命运多舛 转折点 毁 人 看开 好 看不开 一辈子 
39640,刚刚 关注 才 99.9 万看 完 视频 立马 100.2 万 call 
39641,三连 就此 6 级 人生 最大 遗憾 遗憾 过去 遗憾 往前 看吧 
39642,满分 得到 救赎 感谢 
39643,3.5 万人 正在 观看 呼 点赞 支持 第一次 看到 这种 数字 喜极而泣 
39644,准 百万 up 主 妙 二舅 舅 很 厉害 那种 脱单 doge 
39645,好玩 
39646,奋斗 
39647,有时候 人生 不是 劈柴 马 周游世界 人生 穿衣吃饭 
39648,敬 二舅 敬 平凡 伟大 无产者 敬为 公 为民 教员 爱心 
39649,时代 不能 没有 文字 人物 
39650,真不容易 
39651,真酷 
39652,发人深省 点赞 
39653,顶级 文案 
39654,1 
39655,二舅 典型 中国 老人 经历 大风 大雨 吃 苦 奇特 经历 有着 先辈 伟大 60 年代 爷爷 青海 当兵 8 年 家里 全是 奶奶 一人 照顾 一把 拉扯 爸爸 姑姑 两人 平安 长大 姑姑 18 岁 远嫁 浙江 拼搏 吃 苦 扎根 下来 父亲 高中 上 完后 经济 原因 没 上 大学 后来 一边 打工 一边 自学 考上 大学 后来 记得 参加 过好 几次 司法考试 至少 十次 每年 都 考 白天 打工 夜晚 读书 近 40 岁 时 成功 拿到 律师证 实习 时 中年人 一群 年轻人 坐 一起 说 笑 时 完全 不在意 坦然自若 长辈 自豪 想 身上 不 怕吃苦 精神 中国 先辈 都 具备 美好 品质 能干 努力 拼搏 野草 身上 那种 旺盛 蓬勃 生命力 
39656,今年 看到 最好 视频 热词 系列 _ 三连 热词 系列 _ 三连 
39657,大哭 
39658,二舅 真酷 
39659,二舅 真酷 
39660,家父 初中 教师 看看 推给 初中 同学 看看 余华 活着 内核 
39661,标题 视频 内容 不符 以为 方法论 听 好 故事 
39662,热词 系列 _ 三连 致敬 
39663,真的 热词 系列 _ 你币 
39664,平凡 高贵 看过 最高级 视频 平凡 真实 二舅 一生 
 文案 真是 好 带有 一种 旁白 幽默感 二舅 悲惨 经历 淡淡 描述 背后 情感 付出 却 人 足以 动容 加上 朴素 镜头 成 一部 微缩 纪录片 一场 微 电影 一部 人物 小传 
 看到 二舅 遇到 残废 医生 却 笑 骂 两句 我泪目 凡事 过往 皆 故事 时间 总会 抚平 所有 伤痛 留下 人间 最 美好 真实 人生在世 白驹过隙 忽然 
 便是 平凡 人 平凡 路 
 2022.7 25 
39665,投币 比点 赞多 星星 眼 
39666,投币 比点 赞多 妙 
39667,故事 打磨 一下 好 剧本 生活化 接地 气 大男主 戏 
39668,老师 一定 推荐 学生 看 视频 朴素 中 充满 感动 
39669,两天 有个 堂弟 收到 录取 通知 一所 很 不错 211 堂弟 去年 高考 985 他俩 都 半学半 玩 聪明 小孩 却 聪明 人 爷爷 四 爷爷 五十年 前 学霸 成绩 从来 班里 第一 还 年代 考 上 大学 高分 却 地主 成分 剥夺 录取 资格 年 保安 成 一位 无时无刻 不 抱怨 琐碎 生活 小老头 总会 想 考上 人生 际遇 一定 会 截然不同 
 最后 感叹 一下 up 主 真的 很 才华 媒体 平台 看过 最 厚度 深度 视频 
39670,百大 预定 
39671,文案 真的 很绝 直接 扎到 心里 面 不是 普通人 都 二舅 都 不是 
39672,普通 语言 无法形容 NB 二字 方 表达 心情 
39673,爷爷 妈妈 爸 习惯 爷爷 很 厉害 人 农民 没有 学过 字 读 过书 一身 本事 会 弹琴 彝族 乐器 会 吹 笛子 会 木工 会 打铁 老家 一片 基本上 一家 搭 房子 都 会 请 小 还给 我弟 做 两个 小 秋千 院里 子 还给 我家 做 很多 家具 椅子 板凳 最 厉害 奶奶 两个 人 妈 四 姊妹 供到 大学 彻底 走出 大山 云南 山村 真的 大山深处 
39674,很 久 以来 看过 最好 视频 保卫 萝卜 _ 保卫 萝卜 _ 
39675,二舅 超神 
39676,简直 不可多得 发人深省 四肢 健全 每天 却 觉得 活着 没什么 乐趣 不停 回忆 过去 过得 糟糕 多想 回到 过去 重 一遍 总是 活在 抱怨 里 简直 浪费 青春 想到 应该 去 做 不是 下 一次 有空 不停 向前 看 行动 起来 过好 之后 一天 
39677,这位 家属 女儿   白血病 
 求求 大家 帮助 这位 家属 女儿 ′ д ｀ 
 https www bilibili com read cv17605831 
 点击 看 详细情况 
39678,太棒了 可惜   家人 
39679,中国 千万个 乡村 里 神仙 二舅 不 屈服于 命运 乐观 智慧 活着 吾辈 榜样 抱拳 
39680,真的 好 牛 up 主 文笔 二舅 经历 真 希望 表达能力 一半 好 大哭 
39681,很 谭 sir 视频 里福贵 大爷 那句 向前 看 
 快乐 秘诀 过去 和解 
39682,
39683,可惜 表达能力 太差 看到 文本 卧槽 发不出 感叹 
39684,三连 送给 二舅 二舅 人 
39685,二舅 太帅 支持 
39686,厉害 星星 眼 
39687,很久很久 没有 认真 看 完 叙事 类 长 视频 故事 很 真诚 很 动人 
39688,xxx 盐粒 
39689,谢谢 
39690,兄弟 对不起 老实巴交 人 看不到 东西 看 我会 眼泪 止不住 往下流 大哭 大哭 
39691,两个 币敬 二舅 豁达 精神 
39692,心灵手巧 二舅 比抖 音子 衿 二舅 强多 
39693,绝 热词 系列 _ 泪目 
39694,二舅 说 不 遗憾 说 快乐 是因为 从不 回头 看 明明 二舅 人生 遭遇 充满 怜悯 遗憾 感觉 精神 内耗 没有 治 好 很 悲观 不会 朋友 看 完 视频 直觉 心酸 泪流满面 
39695,厉害 
39696,百万 恭喜 洛天 
39697,好 害怕 呐 失去 命运 磨难 真的 逆风 翻盘 赢得 满堂 喝彩 
 无关 机遇 无关 时代 真正 内耗 内心 
 运气 强者 谦辞 弱者 托词 
 生活 里 谈不上 强者 弱者 希望 做 努力 生活 人 不要 遗憾 去 灿烂 活 一场 
39698,文案 高级 平凡 高贵 
39699,文案 高级 平凡 高贵 
39700,下定决心 不怕牺牲 
 排除万难 去 争取 胜利 点赞 
39701,宁宁 真 好看 
39702,文本 太好了 故事 太好了 二舅 太强 
39703,二舅 完美 教育 年轻人   活着 两个 字 意义   但行好事   莫问前程   希望 二舅 姥姥 身体健康   泪目 ~ 
39704,好强 2021 拜 年纪 _ 棒 
39705,二舅 想起 爷爷 平凡 却 高贵 
39706,看看 IP 
39707,早上 还 90 万 恭喜 100 万 call 
39708,感动 平凡 中 伟大 
39709,币 赞多 系列 都 有着 能触 人 心弦 处 
39710,段 文字 写 太好了 
39711,百万 贺电 
39712,投币 比点 赞多     真的 很 不错 
39713,这是 勇士 一位 面对 生活 残酷 还 坚定 热爱生活 人 
39714,必然 胜利 
39715,看 视频 去 up 粉丝 九十九 万 看 完后 涨 一百 零 一万 恭喜 祝 二舅 长命百岁 
39716,写 真 好 像是 版本 活着 
39717,
39718,看 哭 不 我爹 
39719,破防 大哭 
39720,100 万 call call 
39721,默默地 三连 
39722,说得好 
39723,现实 才 真正 悲苦 没有 逻辑 没有 只会 不断 向前 明天 太阳 照常 升起 
39724,优雅 优雅 
39725,下定决心 不怕牺牲 排除万难 去 争取 胜利 
 看不清 迷雾 中 道路 时 去 码头 去 码头 整点 生活 赎条 
39726,币 二舅 
39727,这是 2022 年 看过 最 棒 视频 没有 
39728,请 务必 拍成电影 
39729,遗憾 电影 里 主角 崛起 前戏 生活 里 人 沉沦 毒药 
39730,二舅 人 不由自主 敬佩 身上 有着 人 最 宝贵 品质 看到 人生 全部 意义 
39731,恭喜 百大 
39732,好 牛 
39733,敬 二舅 
 敬 中国 无比 广袤 乡村 土地 上 
 无数 平凡 伟大 
39734,太棒了 视频 几天 焦虑 不已 很大 启发 
39735,ip 
39736,3.5 万 看 call 
39737,弹屏 很少 人 却 很多 
 也许 家 都 听 二舅 故事 
39738,没点 开 之前 以为 些 套 模板 心灵鸡汤 点 进来 纯粹 是因为 主页 刷 很 多次 看 完 之后 说 段时间 最 感到 饱餐一顿 十一 分钟 一种 语调 没有 花哨 运镜 波澜起伏 故事 文案 全程 都 平静 讲述 全程 都 围绕 二舅 故事 好像 不止 故事 看到 TA 故事 老一代 中国 普通人 故事 国家 不断 发展 故事 真是 好 视频 来说 
39739,人生 崎岖 却 不显 悲苦 称得上 命运多舛 却 真正 一生 诠释 百折不挠 
 伛偻 身体 显得 饱经霜雪 那双 眼睛 黑夜 中 闪烁 星光 愉快 不肯 认输 
39740,高级 文案   高级 视频   高级 二舅 
39741,挖槽 简直 电影剧本       开局 牛 人     发生 事故     性情大变     突然 发现 都 一眼 会     装 B 桥段   大 领导 帮 擦背   全村 东西 都 修   人人 爱戴   领养 女儿   女儿 人 议论 不 礼貌     遇见 爱情   爱情 悲剧       女儿 长大 议论 成 最 孝顺     妙 
39742,恭喜 阿婆 主 成功 收获 100 万 粉丝 成为 百万 阿婆 主 呼 呼 呼 
39743,致敬 
39744,敬 二舅 
39745,恭贺 百万 
39746,依然 天才 天妒 英才 
39747,都 不 记得 b 站 完整 看 完 长 视频 事 
39748,二舅 人中 龙凤 感动 中国 call call call 
39749,最后 这句 话 写 二舅 最爱 
39750,最 想 成为 人 最 厉害 中国 人 
39751,二舅 也许 铁拐李 下凡 历练 一段 人生 
39752,我超 百万 
39753,ip 属地 
39754,好 
39755,想起 姥爷 小时候 觉得 都 会 修 都 会 做 特别 神奇 小时候 想 学 小提琴 做 一把 调 音 却是 三分钟 热度 一次 没拉过 锯 直到 姥爷 走 收拾 家里 才 翻出来 玩 一把 吵得 妈 说 灵堂 上 姥爷 叫醒 
39756,百万 粉 衣戈牛 逼 call 
39757,我愿称 up 鲁迅 
39758,乐观 人 坚强 人 伟大 人 普通人 
39759,二舅 笔记本 
 下定决心 不怕牺牲 排除万难 去 争取 胜利 
 全 中国 人民 团结起来 争取 更大 胜利 
 鲜血 流 祖国 寸土 不可 丢 
 历史 经验 值得注意 路线 一种 观点 经常 讲 反复 讲 只 少数 人 讲 不行 使 广大 革命 群众 都 知道 
39760,百万 粉 up call call call 
39761,值得 三连 视频 可遇 不可 求 
39762,文笔 真 好 泪目 
39763,全能 二舅 
39764,100 万 关注 
39765,看过 不少 书 时至今日 令 印象 最深 却是 三篇 短文 一篇 写 喜欢 指点 别人 下棋 指点 别人 时 无敌手 亲自 下棋 时 却 心慌意乱 输个 精光 老头 最终 老人 不再 执着 依然 天天 看 别人 下棋 却 再也 不 出言 指点 亲自 下棋 一篇 知名 作家 年轻 时 遇见 喜欢 文学 姑娘 作者 见面 姑娘 心动 本来 相聊 甚欢 却 朋友 调侃 常说 玩笑 故意 字 念错 姑娘 询问 时 碍于面子 没有 进行 解释 错 读音 再念 一遍 两人 错过 作家 记 一辈子 最后 一篇 作家 受过 高等教育 大学生 父母 逼 村里 青梅竹马 姑娘 结婚 作家 讨厌 这种 封建 胁迫 嫌弃 乡村 生活 没 文化 姑娘 迫于 生计 只得 在家 务农 体力不支 人 嘲弄 时 姑娘 温柔 以待 作者 发现 时隔多年 曾经 胖丫 已 出落 落落大方 性格 温婉 最终 姑娘 作家 打算 放弃 段 姻缘 作家 却 相处 中爱上 善良 姑娘 作家 鼓起勇气 姑娘 表白 姑娘 回复 一声 憨 牛 文章 结束 也许 生活 平淡 不讲情面 充满 巧合 常留 遗憾 好 故事 本身 不 需要 润色 生活 也许 困 囿于 眼前 窘境 之中 内心 敏感 尊严 难以 走出 留下 心结 其实 不妨 去 看看 视频 中 二舅 人 总是 当回事 敏感 问题 上 看轻 坦然 面对 人生 其实 一种 幸福 感谢 UP 主 视频 想 喜欢 想 看 人生 
39766,哭 
39767,中文 里 夹 英文 怪怪的 
39768,短短 十几分钟 看尽 人 一生 
39769,以前 总在 想 没 赶上 最好 时代 现在 想 明白 当下 永远 最好 
39770,apscjsi   好 棒 故事 
39771,3.4 W 人 正在 观看 
39772,看 之前 99.1 看 之后 100 OK 
39773,粉丝 肉眼 增涨 
39774,月 客   二舅 作者 都 好 强 
39775,这才 真正 天才 
39776,文笔 真 好 
39777,见证 百万 诞生 
39778,3jug   悲情 浪漫 
39779,永久 收藏 顺境 逆境 中 都 适合 看看 
39780,活在 当下 
39781,看 完 视频 想到 爷爷 二舅 学历 很 低 都 学 都 懂 都 帮 可惜 不能 up 记录 爷爷 一生 人 默默无闻 低入 泥土 开出 美丽 花 
39782,不错 
39783,头 一次 看到 币 比点 赞多 
39784,扎 4 针 庸医 突然 想起 小时候 2 岁 左右 高烧 不 退 医生 过量 庆大霉素 人 差点 凉凉 休克 一会 才 缓 过来 老头 已经 去世 很多年 村里人 都 骂 说 庸医 热 
39785,百万 粉 快乐 
39786,痛哭流涕 
39787,好 
39788,不错 不错 很 好 很 好 
39789,ip 
39790,下 车 连北 都 找 不到 
39791,中国 人 老 说 生老病死 生死 之间 何苦 还要 再 隔 上 老病 可不是 上天 不仁 怜悯 每个 人 都 七八十岁 却 还 康健 力壮 年 去世 世界 多么 留恋 意义 上 来讲 老病 生死 之间 必要 演习 
39792,有人 居然 当年 赤脚医生 批评 现在 医生 真不知道 想 
39793,文案 平和 想不开 我会 想 会 想不开 看 完好 难过 
39794,没快 进 看到 最后 
39795,普通人 生活 普通 不快 进都 没法 看       天呐   戳 Eleven 浅浅 
39796,以前 只 觉得 文字 才 生命力 今天 发现 视频 原来 生命力 抱拳 
39797,ip 
39798,希望 二舅 平安 健康 tv _ 大哭 tv _ 大哭 tv _ 大哭 
39799,宝藏 up 一部 视频 都 不同 风格 期待 下 一次 惊艳 
39800,阿婆 主 原创 不 现在 B 站 文学 水平 高 叹为观止 支持 
39801,一语 点醒 梦中人 
39802,谢谢 敬 敬 二舅 
39803,原来 阿婆 主 平淡 却 出奇 二舅 委屈 想想 二舅 挺 厉害 考试 两次 都 人 顶 气不过 班主任 闹 掰 班主任 直接 一句 话断 所有 路子 后来 自学 干 些小 修理 电视 洗衣机 收音机 一类 现在 联合 收割机 拖拉机 都 修 才 最 佩服 本身 车辆 专业 想想 小菜 鸡 理论知识 都 没 学精 更 别提 动手 笑 哭 反正 很 佩服 厚厚的 书 都 看 完 关键 还 记住 这点 真的 自愧不如 读 硕士 感觉 老一辈 差 太多太多 何止 一星半点 儿 辣 眼睛 辣 眼睛 
39804,看 视频 不 知道 说 说 一句   二舅 好酷 
39805,真的 史铁生 笔风 已奉 上 三联 
39806,up 文笔 太好了 
39807,真 好 我操 
39808,神 
39809,听 几遍 不 知道 说 
39810,今天 还 考研 数学 复习 不 顺利 难过 下午 想 考不上 却 不想 立马 去 就业 惭愧 
39811,视频 成为 b 站 镇 站 之宝 多年 以后 李毅 卢浮宫 烟消云散 视频 会 成为 网管 长岛 雪 名作 
39812,点 进来 99.6 万 粉丝 
 进 主页 已经 99.9 万 tv _ doge 
39813,今年 第一个 四连 视频 当如 醍醐灌顶 值得 每晚 睡前 一看 
39814,写出 这种 文案 真的 牛 逼 
39815,二舅 真是 一部 活着 散文诗 
39816,致敬 
39817,关注 99.9 万 关注 是不是 100 doge 
39818,壹叶 の 秋 丶 
39819,99.9 粉丝 嗑瓜子 嗑瓜子 
39820,下定 决定 不怕牺牲 排除万难 去 争取 胜利 
39821,我操   恕 文化 水平 不够   说不出来 深度   视频 拍 真踏马 好 
39822,今年以来 看过 最 值得 看 视频 
39823,
39824,谢谢 二舅 
39825,真 女人 从不 回头 看 不 回头 看 
39826,柠茶 舒 
39827,居然 币 赞多 OK 
 平凡 感动 
39828,方面 不好 说 做工 这块 我愿 称呼 一声 高级 工程师 
39829,排除万难 争取 胜利 谢谢 
39830,真实 人 有种 莫名 感动 
39831,真的 很 厉害 
39832,老病 生死 之间 必要 练习 
39833,真的 太棒了 
